Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.50728E-3,31.691062289,0.621176883,0.366609294,0.310344828,0
2.52149E-3,31.943211404,0.623256096,0.364888124,0.313793103,0
2.52196E-3,32.195406946,0.623323806,0.363166954,0.317241379,0
2.52196E-3,32.447602872,0.623324365,0.361445783,0.317241379,0
2.52975E-3,32.700577424,0.62445812,0.359724613,0.320689655,0
2.53213E-3,32.953790596,0.624804889,0.358003442,0.324137931,0
2.55078E-3,33.208868708,0.627504069,0.356282272,0.327586207,0
2.5528E-3,33.464148773,0.627795194,0.354561102,0.331034483,0
2.5528E-3,33.719428837,0.627795194,0.351118761,0.331034483,0
2.56022E-3,33.975450649,0.628862504,0.351118761,0.337931034,0
2.56048E-3,34.231498665,0.628900156,0.34939759,0.337931034,0
2.59354E-3,34.490852516,0.633619399,0.34767642,0.34137931,0
2.60229E-3,34.751081427,0.634858515,0.34595525,0.344827586,0
2.60511E-3,35.011592914,0.635257756,0.344234079,0.344827586,0
2.6168E-3,35.533784193,0.636903783,0.340791738,0.351724138,0
2.62422E-3,35.796206601,0.637946194,0.339070568,0.355172414,0
2.64259E-3,36.060465639,0.640511436,0.337349398,0.35862069,0
2.66096E-3,36.32656196,0.643059406,0.335628227,0.362068966,0
2.66209E-3,36.5927705,0.643214448,0.333907057,0.365517241,0
2.67102E-3,36.859872476,0.644446405,0.332185886,0.368965517,0
2.67165E-3,37.127037125,0.644532666,0.330464716,0.368965517,0
2.67215E-3,37.394252262,0.644602141,0.328743546,0.368965517,0
2.68982E-3,37.663234153,0.647024748,0.327022375,0.372413793,0
2.69146E-3,37.932379913,0.647248611,0.325301205,0.372413793,0
2.69323E-3,38.20170261,0.647490164,0.323580034,0.375862069,0
2.70608E-3,38.472310684,0.649240006,0.321858864,0.379310345,0
2.70625E-3,38.742936161,0.649263637,0.320137694,0.382758621,0
2.70625E-3,39.013561638,0.649263637,0.316695353,0.382758621,0
2.71759E-3,39.285321044,0.650799988,0.316695353,0.389655172,0
2.71759E-3,39.557080451,0.650799988,0.313253012,0.389655172,0
2.71871E-3,39.828951607,0.650951033,0.313253012,0.396551724,0
2.7199E-3,40.100941575,0.651111549,0.311531842,0.4,0
2.72786E-3,40.645717278,0.652184751,0.308089501,0.406896552,0
2.7651E-3,41.195012666,0.657163249,0.30464716,0.413793103,0
2.7773E-3,41.472742245,0.658778622,0.30292599,0.417241379,0
2.77761E-3,41.750503657,0.658820672,0.301204819,0.420689655,0
2.77761E-3,42.028265069,0.658820672,0.297762478,0.420689655,0
2.78256E-3,42.306521095,0.659473367,0.297762478,0.427586207,0
2.80932E-3,42.587452706,0.662982494,0.296041308,0.431034483,0
2.81729E-3,42.869181784,0.66402139,0.294320138,0.434482759,0
2.8434E-3,43.153521303,0.667399778,0.292598967,0.434482759,0
2.84795E-3,43.438315888,0.667985229,0.290877797,0.434482759,0
2.87703E-3,43.72601877,0.671702552,0.289156627,0.437931034,0
2.88703E-3,44.014722019,0.672971557,0.287435456,0.437931034,0
2.89343E-3,44.304065303,0.67378089,0.285714286,0.44137931,0
2.90386E-3,44.594451024,0.675094783,0.283993115,0.444827586,0
2.90523E-3,44.884974229,0.675267673,0.282271945,0.448275862,0
2.90718E-3,45.175692006,0.675512196,0.280550775,0.451724138,0
2.92058E-3,45.467750469,0.677192065,0.278829604,0.455172414,0
2.92712E-3,45.760462505,0.678007832,0.277108434,0.45862069,0
2.93296E-3,46.053758328,0.67873475,0.275387263,0.462068966,0
2.94763E-3,46.348521517,0.680554643,0.273666093,0.462068966,0
2.98295E-3,46.646816131,0.684892328,0.271944923,0.462068966,0
2.98337E-3,47.541741923,0.684943499,0.266781411,0.472413793,0
2.99041E-3,47.840783266,0.68580197,0.265060241,0.475862069,0
3.00189E-3,48.14097265,0.687195361,0.263339071,0.479310345,0
3.00189E-3,48.441162035,0.687195361,0.25989673,0.479310345,0
3.01413E-3,48.742575477,0.688674209,0.25989673,0.486206897,0
3.03245E-3,49.045820952,0.690874528,0.258175559,0.489655172,0
3.05197E-3,49.351017453,0.693200666,0.256454389,0.493103448,0
3.05424E-3,49.656441371,0.693470666,0.254733219,0.496551724,0
3.05737E-3,49.962178656,0.693842319,0.253012048,0.5,0
3.09541E-3,50.271719966,0.698318125,0.251290878,0.503448276,0
3.10421E-3,50.582141369,0.699344285,0.249569707,0.506896552,0
3.11003E-3,50.893144258,0.700020363,0.247848537,0.510344828,0
3.1362E-3,51.828769954,0.703044341,0.242685026,0.520689655,0
3.14238E-3,52.143007887,0.703753998,0.240963855,0.524137931,0
3.14903E-3,52.457910552,0.704515405,0.239242685,0.527586207,0
3.15181E-3,52.773091421,0.704833489,0.237521515,0.531034483,0
3.16235E-3,53.089326637,0.706035867,0.235800344,0.534482759,0
3.16235E-3,53.405561853,0.706035867,0.232358003,0.534482759,0
3.16877E-3,53.72243887,0.706765379,0.232358003,0.54137931,0
3.17056E-3,54.039494654,0.706968255,0.230636833,0.54137931,0
3.17838E-3,54.357332735,0.707854401,0.228915663,0.544827586,0
3.19999E-3,54.677331664,0.710288201,0.227194492,0.548275862,0
3.203E-3,54.997631338,0.710625324,0.225473322,0.551724138,0
3.205E-3,55.638430796,0.710849423,0.222030981,0.55862069,0
3.21588E-3,55.960018941,0.712065214,0.220309811,0.562068966,0
3.21696E-3,56.603302613,0.712184891,0.21686747,0.568965517,0
3.21754E-3,56.925056425,0.712249829,0.215146299,0.572413793,0
3.22232E-3,57.247288254,0.712781856,0.213425129,0.575862069,0
3.22232E-3,57.891751911,0.712781856,0.208261618,0.575862069,0
3.22723E-3,58.214475128,0.71332774,0.208261618,0.586206897,0
3.23014E-3,58.537489121,0.713650275,0.206540448,0.589655172,0
3.23411E-3,58.860899762,0.714089659,0.204819277,0.593103448,0
3.23533E-3,59.831253569,0.714224542,0.199655766,0.603448276,0
3.25991E-3,60.157244187,0.71693121,0.197934596,0.606896552,0
3.2643E-3,60.483674252,0.717412388,0.196213425,0.610344828,0
3.27556E-3,60.81123023,0.718641492,0.194492255,0.613793103,0
3.28073E-3,61.139302926,0.719203776,0.192771084,0.617241379,0
3.28281E-3,62.77987501,0.719430459,0.184165232,0.634482759,0
3.30171E-3,63.110046373,0.721475986,0.182444062,0.637931034,0
3.30171E-3,63.440217736,0.721475986,0.179001721,0.637931034,0
3.31151E-3,63.771369125,0.722530745,0.179001721,0.644827586,0
3.31275E-3,64.102644044,0.722663412,0.177280551,0.648275862,0
3.31575E-3,65.096769144,0.722985702,0.17211704,0.65862069,0
3.31942E-3,65.428711145,0.723378734,0.170395869,0.662068966,0
3.33932E-3,66.426526797,0.725501331,0.165232358,0.672413793,0
3.34152E-3,66.760678781,0.725735383,0.163511188,0.675862069,0
3.3495E-3,67.095629226,0.726581887,0.161790017,0.679310345,0
3.35143E-3,67.430771967,0.726785363,0.160068847,0.682758621,0
3.35404E-3,67.766175999,0.727061602,0.158347676,0.686206897,0
3.36149E-3,68.437729043,0.727847669,0.154905336,0.693103448,0
3.36149E-3,68.773878055,0.727847669,0.151462995,0.693103448,0
3.36152E-3,69.110029747,0.727850494,0.151462995,0.7,0
3.37606E-3,69.447635861,0.729378596,0.149741824,0.703448276,0
3.37606E-3,69.785241975,0.729378596,0.146299484,0.703448276,0
3.38406E-3,70.123648078,0.730215452,0.146299484,0.710344828,0
3.38406E-3,70.462054182,0.730215452,0.142857143,0.710344828,0
3.38834E-3,70.800887948,0.730661761,0.142857143,0.717241379,0
3.39017E-3,71.139904859,0.730852665,0.141135972,0.720689655,0
3.39561E-3,71.479465794,0.731418941,0.139414802,0.724137931,0
3.39624E-3,72.158650645,0.73148442,0.135972461,0.731034483,0
3.40421E-3,72.499072003,0.732312125,0.134251291,0.734482759,0
3.41044E-3,72.840115951,0.732956567,0.13253012,0.737931034,0
3.41195E-3,73.181311387,0.733113137,0.13080895,0.74137931,0
3.42138E-3,73.864644496,0.734084928,0.127366609,0.748275862,0
3.42417E-3,74.207061721,0.734372566,0.125645439,0.751724138,0
3.4316E-3,74.550221974,0.735135576,0.123924269,0.755172414,0
3.43938E-3,74.89416031,0.735932235,0.122203098,0.75862069,0
3.4411E-3,75.238270709,0.736108083,0.120481928,0.762068966,0
3.45347E-3,76.615949328,0.737368864,0.113597246,0.775862069,0
3.46017E-3,76.961966671,0.738049141,0.111876076,0.779310345,0
3.4651E-3,78.000511516,0.738548446,0.106712565,0.789655172,0
3.46926E-3,78.347437705,0.738969215,0.104991394,0.793103448,0
3.47009E-3,78.69444686,0.739053044,0.103270224,0.796551724,0
3.47579E-3,79.042025943,0.73962818,0.101549053,0.8,0
3.4784E-3,79.38986579,0.739890904,0.099827883,0.803448276,0
3.48087E-3,79.737952699,0.740139577,0.098106713,0.806896552,0
3.48087E-3,80.086039607,0.740139577,0.094664372,0.806896552,0
3.48137E-3,80.434176218,0.740189575,0.094664372,0.813793103,0
3.48405E-3,80.782581038,0.740459213,0.092943201,0.817241379,0
3.49085E-3,81.131666089,0.741141815,0.091222031,0.820689655,0
3.49085E-3,81.480751141,0.741141815,0.08777969,0.820689655,0
3.49101E-3,81.829851858,0.741157515,0.08777969,0.827586207,0
3.50354E-3,82.180205518,0.742410051,0.08605852,0.827586207,0
3.50748E-3,82.530953589,0.742803079,0.084337349,0.831034483,0
3.51391E-3,82.882344761,0.743442639,0.082616179,0.834482759,0
3.5153E-3,83.233875221,0.74358095,0.080895009,0.837931034,0
3.51739E-3,83.585614307,0.743787974,0.079173838,0.84137931,0
3.52263E-3,83.937877129,0.744306952,0.077452668,0.844827586,0
3.52264E-3,84.290141285,0.744308272,0.075731497,0.848275862,0
3.52386E-3,84.642526913,0.744428489,0.074010327,0.851724138,0
3.52514E-3,84.995041184,0.744555742,0.072289157,0.855172414,0
3.52809E-3,86.405393174,0.744847223,0.065404475,0.868965517,0
3.53378E-3,86.75877115,0.745408474,0.063683305,0.872413793,0
3.53802E-3,87.465951566,0.745826501,0.060240964,0.879310345,0
3.53877E-3,87.819828924,0.745900212,0.058519793,0.882758621,0
3.54464E-3,88.174292581,0.746476324,0.056798623,0.886206897,0
3.54657E-3,88.883412897,0.746665688,0.053356282,0.893103448,0
3.54711E-3,90.656750624,0.746719066,0.04475043,0.910344828,0
3.54711E-3,91.011461713,0.746719066,0.04130809,0.910344828,0
3.55057E-3,91.366518561,0.74705788,0.04130809,0.917241379,0
3.55758E-3,91.722276585,0.747743582,0.039586919,0.920689655,0
3.59506E-3,92.437540445,0.75137729,0.036144578,0.927586207,0
3.59573E-3,92.797113352,0.751441838,0.034423408,0.931034483,0
3.59573E-3,93.156686258,0.751441838,0.030981067,0.931034483,0
3.61704E-3,93.518389923,0.753483806,0.030981067,0.937931034,0
3.62805E-3,93.881195369,0.754533087,0.029259897,0.94137931,0
3.64107E-3,94.245302366,0.755766865,0.027538726,0.944827586,0
3.66455E-3,94.611756992,0.757976592,0.025817556,0.948275862,0
3.66553E-3,94.978310272,0.758069013,0.024096386,0.951724138,0
3.67797E-3,95.346106802,0.75923068,0.022375215,0.955172414,0
3.68606E-3,95.714712383,0.759983644,0.020654045,0.95862069,0
3.71623E-3,96.086335773,0.762771528,0.018932874,0.962068966,0
3.71623E-3,96.829582554,0.762771528,0.013769363,0.962068966,0
3.74095E-3,97.20367733,0.765030486,0.013769363,0.972413793,0
3.82017E-3,97.585694302,0.772127748,0.012048193,0.975862069,0
3.82085E-3,97.96777973,0.772188132,0.010327022,0.979310345,0
3.82456E-3,98.350235962,0.772514935,0.008605852,0.982758621,0
3.86857E-3,98.737093363,0.776358223,0.006884682,0.986206897,0
4.10603E-3,99.147696135,0.796000837,0.005163511,0.989655172,0
4.21228E-3,99.568924074,0.80422211,0.003442341,0.993103448,0
4.31076E-3,100,0.811545888,0.00172117,0.996551724,0
4.31076E-3,100,0.811545888,0.00172117,1,0
